brand,make,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive,age,country
BMW,518,19450,154291,A,4/5,0,100,1995.0,diesel,1,GR,4,0,SDN,6,B,4,German
Opel,Vectra,3100,198141,M,4/5,0,111,1900.0,diesel,0,VAR,4,0,SDN,4,F,15,German
Opel,Insignia,6400,182000,M,4/5,0,118,1956.0,diesel,1,GR,4,0,SDN,5,F,9,German
Škoda,Superb,3500,300000,A,4/5,0,150,2500.0,diesel,0,BL,4,0,SDN,4,F,15,EU
Renault,Captur,10650,118307,M,4/5,0,66,1461.0,diesel,1,WH,2,0,HB,6,F,3,French
Renault,Scenic,1650,248000,M,4/5,0,101,2000.0,LPG,0,GR,4,0,SUV,3,4x4,20,French
Mercedes,E 220,18555,162039,A,2/3,0,125,2143.0,diesel,0,GR,4,0,CP,6,B,7,German
Peugeot,508,10650,143334,M,4/5,0,88,1560.0,diesel,1,GR,4,0,SDN,6,F,4,French
Opel,Zafira,3400,207141,M,4/5,0,147,1995.0,petrol,0,VAR,2,0,VAN,3,F,18,German
VW,Jetta,4500,235000,M,4/5,0,77,1896.0,diesel,1,VAR,2,0,SDN,4,F,13,German
Peugeot,307,2350,180000,M,2/3,0,100,1997.0,petrol,1,BL,4,0,CBR,4,F,16,French
Fiat,Grande Punto,2500,108800,M,4/5,0,48,1242.0,petrol,1,GR,2,0,HB,4,F,14,Italian
VW,Polo,2300,166000,M,4/5,1,47,1198.0,petrol,1,GR,2,0,HB,4,F,15,German
Fiat,Idea,2500,215000,M,4/5,0,51,1248.0,diesel,0,VAR,2,0,VAN,3,F,15,Italian
Ford,Focus,1800,262000,M,4/5,0,66,1753.0,diesel,1,GR,2,0,HB,3,F,19,USA
Citroen,C4 Picasso,7999,171000,M,4/5,0,85,1560.0,diesel,0,WH,4,0,VAN,6,F,5,French
Citroen,C3,2100,200000,M,4/5,0,50,1389.0,diesel,1,GR,3,0,VAN,5,F,13,French
Mercedes,A 170,1850,220000,M,4/5,1,70,1700.0,diesel,1,BL,2,0,HB,4,F,16,German
VW,Passat,2800,270000,M,4/5,0,96,1900.0,diesel,0,VAR,4,0,SDN,3,F,17,German
Peugeot,307,1850,200000,S,4/5,0,90,1990.0,diesel,0,VAR,3,0,SW,3,F,18,French
VW,Passat,1900,327000,M,4/5,0,74,1900.0,diesel,1,VAR,4,0,SW,3,F,19,German
Citroen,C4 Picasso,3000,200000,M,4/5,0,80,1560.0,diesel,0,GR,4,0,VAN,4,F,12,French
Audi,A4,2400,266000,M,2/3,0,85,1898.0,diesel,0,VAR,4,0,SW,3,F,17,German
VW,Passat,3950,289000,A,4/5,0,125,1998.0,diesel,1,VAR,4,0,SW,4,F,14,German
Mercedes,GLK 220,11490,174080,A,4/5,0,125,2124.0,diesel,0,BL,4,0,SUV,5,F,11,German
VW,Golf 4,2450,238990,M,4/5,0,74,1896.0,diesel,0,GR,2,0,HB,3,F,19,German
Lancia,Ypsilon,1900,149946,A,2/3,0,51,1248.0,diesel,0,VAR,4,0,HB,4,F,15,Italian
Seat,Altea XL,3950,239000,M,4/5,0,77,1896.0,diesel,0,BL,4,0,VAN,3,F,14,EU
Seat,Ibiza,1150,260000,M,2/3,0,44,1390.0,petrol,0,VAR,2,0,HB,3,F,19,EU
Fiat,Stilo,1600,193000,M,4/5,0,85,1910.0,diesel,1,GR,2,0,SW,3,F,17,Italian
Alfa Romeo,147,1550,210000,M,2/3,0,110,1970.0,LPG,1,GR,4,0,HB,3,F,16,Italian
Audi,A3,3800,176000,M,4/5,0,103,2000.0,diesel,0,GR,4,0,HB,3,F,15,German
VW,New Beetle,3333,199000,M,2/3,0,110,1800.0,petrol,1,GR,2,0,HB,4,F,16,German
BMW,320,2690,205400,M,4/5,0,110,1995.0,diesel,0,BL,4,0,SW,3,B,17,German
VW,Passat,800,280000,M,4/5,1,110,2300.0,petrol,1,GR,4,0,SDN,2,F,21,German
Seat,Ibiza,1299,250000,M,2/3,0,47,1875.0,diesel,0,BL,2,0,HB,3,F,17,EU
Peugeot,306,550,186000,M,2/3,0,55,1360.0,petrol,0,VAR,0,0,HB,2,F,23,French
Opel,Insignia,7850,176000,M,4/5,1,100,2000.0,diesel,0,VAR,4,0,SW,5,F,10,German
Renault,Clio,950,270000,M,2/3,0,48,1500.0,diesel,0,WH,2,0,HB,3,F,16,French
Mercedes,E 270,3499,350000,A,4/5,0,130,2685.0,diesel,0,BL,4,0,SDN,3,B,16,German
Renault,Megane,1550,168000,M,4/5,0,79,1598.0,petrol,1,GR,2,0,SDN,3,F,18,French
Kia,Ceed,3350,166650,M,4/5,0,66,1600.0,diesel,1,BL,1,0,SW,4,F,12,Asian
Fiat,500,4790,178540,M,2/3,0,55,1248.0,diesel,0,WH,4,0,CP,4,F,12,Italian
Peugeot,207,3300,96000,M,2/3,0,55,1400.0,petrol,0,WH,2,0,HB,4,F,13,French
VW,Golf 4,3100,230000,M,2/3,0,110,1896.0,diesel,0,GR,4,0,HB,3,4x4,17,German
Ford,Fiesta,1850,181000,M,4/5,0,50,1399.0,diesel,0,VAR,2,0,HB,3,F,16,USA
Škoda,Octavia,9200,183000,M,4/5,0,103,1968.0,diesel,1,GR,4,0,SDN,5,F,8,EU
Audi,Q5,16490,192144,A,4/5,1,140,1968.0,diesel,1,BL,3,0,SUV,5,4x4,6,German
Toyota,Corolla Verso,3899,157743,M,4/5,1,99,2231.0,diesel,0,GR,3,0,SW,4,F,11,Asian
Opel,Meriva,2390,235000,M,4/5,0,74,1686.0,diesel,0,VAR,2,0,VAN,4,F,16,German
Ford,Focus,3750,192000,M,4/5,0,66,1560.0,diesel,0,VAR,4,0,SW,4,F,12,USA
VW,Golf 4,1699,223000,M,2/3,0,77,1596.0,petrol,1,VAR,4,0,HB,3,F,20,German
Kia,Carens,3200,225000,A,4/5,0,103,1991.0,diesel,1,VAR,4,0,VAN,4,F,13,Asian
Audi,A6,5650,287000,M,4/5,0,103,1968.0,diesel,1,VAR,4,0,SDN,4,F,15,German
Mercedes,GLA,19999,59405,A,4/5,1,99,2143.0,diesel,0,WH,3,0,SUV,6,4x4,4,German
Jaguar,X_Type,3700,210850,M,4/5,0,96,1998.0,diesel,0,GR,2,0,SDN,4,F,16,EU
Kia,Sportage,10950,161425,A,4/5,0,100,1995.0,diesel,0,BL,4,0,SUV,5,4x4,6,Asian
Ford,Mondeo,2990,295317,A,4/5,1,103,1997.0,diesel,0,GR,3,0,SW,4,F,10,USA
Audi,A4,28500,89000,A,4/5,1,140,1968.0,diesel,1,GR,3,0,SW,4,F,3,German
Peugeot,307,2200,185500,M,2/3,0,79,1998.0,diesel,0,BL,4,0,HB,3,F,18,French
Škoda,Yeti,11300,109637,M,4/5,1,81,1968.0,diesel,0,WH,3,0,SW,5,F,6,EU
Opel,Zafira,2300,200000,M,4/5,0,74,1995.0,diesel,1,GR,2,0,VAN,3,F,16,German
VW,Golf 3,500,225566,M,4/5,0,55,1896.0,diesel,0,VAR,1,0,SW,2,F,22,German
VW,Golf 5,4500,137000,M,4/5,1,77,1900.0,diesel,1,VAR,4,0,HB,4,F,16,German
Audi,A4,9699,202013,M,4/5,1,87,1968.0,diesel,1,GR,3,0,SW,4,F,8,German
Kia,Sportage,4499,215889,M,4/5,1,104,1975.0,petrol,1,GR,3,0,SW,5,4x4,14,Asian
Peugeot,207,2890,197000,M,4/5,0,66,1560.0,diesel,0,VAR,4,0,HB,4,F,13,French
Škoda,Octavia,3590,196000,M,4/5,0,77,1896.0,diesel,0,VAR,4,0,SDN,4,F,16,EU
Renault,Kadjar,12399,132000,S,4/5,0,81,1461.0,diesel,1,GR,4,0,SUV,6,F,4,French
Hyundai,i30,3699,218175,M,4/5,1,79,1396.0,petrol,0,VAR,3,0,HB,4,F,10,Asian
BMW,320,2490,217890,M,4/5,0,110,1995.0,diesel,0,GR,4,0,SDN,3,B,18,German
Kia,Pride,790,90000,M,2/3,1,46,1324.0,petrol,1,VAR,0,0,HB,4,F,21,Asian
Toyota,Corolla,690,183000,M,4/5,0,75,1295.0,petrol,0,GR,0,0,SDN,1,F,30,Asian
Renault,Scenic,1690,200000,M,4/5,0,60,1461.0,diesel,0,VAR,2,0,VAN,3,F,17,French
VW,T5,19999,159467,M,4/5,1,132,1968.0,diesel,0,WH,3,0,VAN,5,F,7,German
Ford,Fiesta,2000,130220,M,4/5,0,59,1388.0,petrol,0,BL,2,0,HB,4,F,15,USA
VW,Golf 7,12890,137243,M,4/5,1,110,1968.0,diesel,1,VAR,3,0,SW,5,F,5,German
Ford,Mondeo,13999,110544,A,4/5,1,110,1997.0,diesel,0,WH,3,0,SW,3,F,4,USA
Fiat,Croma,2500,195954,M,4/5,0,88,1910.0,diesel,0,GR,2,0,SW,4,F,12,Italian
Ford,Focus,1650,265637,M,4/5,0,74,1598.0,petrol,0,GR,4,0,HB,3,F,19,USA
Audi,Q5,19700,150690,A,4/5,1,129,1968.0,diesel,1,GR,3,0,SUV,5,4x4,6,German
Opel,Vectra,1350,247429,M,4/5,0,74,1600.0,LPG,1,VAR,4,0,SDN,4,F,22,German
VW,T5,19999,159467,M,4/5,1,132,1968.0,diesel,0,WH,3,0,VAN,5,F,7,German
Opel,Vectra,1199,167216,M,4/5,0,74,1600.0,petrol,0,WH,2,0,SDN,4,F,23,German
Peugeot,307,2490,179000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,HB,4,F,16,French
Fiat,Doblo,1600,175000,M,2/3,0,46,1905.0,diesel,1,WH,0,0,PU,3,F,17,Italian
Seat,Leon,6799,182223,M,4/5,1,76,1598.0,diesel,0,VAR,3,0,SW,5,F,6,EU
Škoda,Roomster,3500,139188,M,4/5,1,51,1422.0,diesel,1,GR,3,0,VAN,4,F,13,EU
VW,Passat,8799,186500,M,4/5,1,118,1798.0,petrol,1,VAR,3,0,SW,5,F,9,German
Mercedes,ML 400,4900,211832,A,4/5,0,184,3996.0,diesel,1,GR,4,0,SUV,3,4x4,17,German
Ford,Kuga,18990,26786,M,4/5,0,88,1499.0,diesel,1,WH,4,0,SUV,6,F,2,USA
Peugeot,508,12950,145550,M,4/5,0,110,1997.0,diesel,0,WH,4,0,SDN,5,F,5,French
Ford,C Max,9490,147938,M,4/5,1,85,1560.0,diesel,1,GR,3,0,VAN,5,F,5,USA
Peugeot,Partner,7499,114379,M,4/5,1,84,1560.0,diesel,1,GR,3,0,SW,5,F,8,French
Audi,A3,2350,246000,M,2/3,0,103,1998.0,diesel,0,BL,4,0,HB,4,F,16,German
Renault,Megane,7000,156000,M,4/5,1,70,1461.0,diesel,0,VAR,4,0,SW,5,4x4,5,French
BMW,318,2220,210000,M,2/3,0,85,1995.0,diesel,1,GR,4,0,HB,3,B,16,German
Alfa Romeo,Giulietta,11590,147752,A,4/5,1,128,1956.0,diesel,1,VAR,4,0,HB,6,F,4,Italian
VW,Passat,9799,168590,M,4/5,1,103,1968.0,diesel,0,BL,3,0,SW,5,F,7,German
Seat,Altea XL,4290,201000,M,4/5,0,77,1890.0,diesel,0,BL,4,0,SDN,4,F,12,EU
Fiat,Panda,4300,131734,M,4/5,0,55,1248.0,diesel,1,WH,2,0,PU,5,F,5,Italian
VW,Golf 6,8600,128544,M,4/5,1,76,1598.0,diesel,1,VAR,0,0,HB,5,F,7,German
Nissan,X_Trail,3900,250278,M,4/5,1,99,2184.0,diesel,0,GR,3,0,SW,5,F,15,Asian
VW,Passat,4290,217000,M,4/5,0,103,1998.0,diesel,0,BL,3,0,SW,4,F,11,German
Seat,Cordoba,1640,205000,M,4/5,0,55,1390.0,petrol,0,VAR,3,0,SDN,4,F,15,EU
VW,Passat,8799,185835,M,4/5,1,103,1968.0,diesel,1,VAR,3,0,SW,5,F,9,German
Mercedes,A 170,2200,215000,M,4/5,0,70,1689.0,diesel,1,BL,2,0,HB,3,F,17,German
Citroen,XM,1800,287043,M,4/5,0,89,1998.0,petrol,1,VAR,4,0,HB,4,F,29,French
Fiat,Punto,850,220000,M,2/3,0,44,1900.0,diesel,0,WH,0,0,SDN,3,F,20,Italian
Alfa Romeo,159,2890,221000,M,4/5,0,110,1910.0,diesel,1,GR,4,0,SDN,4,F,13,Italian
Opel,Astra,1500,201016,M,4/5,0,74,1598.0,petrol,1,GR,2,0,SDN,3,F,19,German
Škoda,Fabia,2299,141842,M,4/5,1,40,1198.0,petrol,0,GR,3,0,HB,4,F,13,EU
Renault,Koleos,7999,194000,M,4/5,0,110,1995.0,diesel,0,WH,4,0,SUV,5,4x4,8,French
Opel,Corsa,1400,166532,M,2/3,0,51,1248.0,diesel,0,WH,2,0,HB,4,F,14,German
Peugeot,607,1999,245320,M,4/5,0,100,1998.0,LPG,0,VAR,4,0,SDN,3,F,18,French
Renault,Kangoo,7190,93767,M,4/5,1,54,1461.0,diesel,0,WH,3,0,SW,5,F,3,French
VW,Passat,8799,180050,M,4/5,1,103,1968.0,diesel,0,VAR,3,0,SW,5,F,9,German
Alfa Romeo,159,3980,270000,M,4/5,0,110,1900.0,diesel,0,VAR,4,0,SDN,4,F,14,Italian
Audi,80,950,191000,M,4/5,0,64,1781.0,LPG,0,GR,2,0,SDN,2,F,29,German
Opel,Astra,7590,151996,M,4/5,1,81,1598.0,diesel,0,WH,3,0,HB,5,F,5,German
Nissan,X_Trail,4499,178137,M,4/5,1,99,2184.0,diesel,0,GR,3,0,SW,5,F,16,Asian
Ford,Focus,3799,166290,M,4/5,1,99,1998.0,diesel,0,VAR,0,0,SW,3,F,13,USA
Škoda,Octavia,4200,224000,M,4/5,0,77,1900.0,diesel,0,VAR,2,0,SW,4,F,13,EU
Renault,Megane,4990,244615,M,4/5,0,96,1962.0,diesel,0,WH,4,0,SW,5,F,10,French
Mazda,6,8990,205600,M,4/5,1,110,2191.0,diesel,1,VAR,0,0,SW,4,F,6,Asian
Citroen,C4 Grand Picasso,10999,141521,A,4/5,1,68,1560.0,diesel,1,VAR,0,0,VAN,5,F,6,French
VW,Golf 6,6399,182245,M,4/5,0,76,1598.0,diesel,0,BL,3,0,SW,5,F,9,German
Ford,Fiesta,1380,231000,M,4/5,0,51,1299.0,petrol,0,GR,3,0,HB,4,F,18,USA
Audi,A3,8500,145441,M,4/5,1,76,1197.0,petrol,1,BL,3,0,HB,5,F,8,German
Peugeot,308,7298,166000,M,4/5,1,85,1560.0,diesel,1,GR,4,0,SW,5,F,5,French
Škoda,Fabia,4999,182650,M,4/5,1,54,1598.0,diesel,1,VAR,3,0,SW,5,F,9,EU
Mazda,6,8600,245757,M,4/5,1,110,2191.0,diesel,0,VAR,0,0,SW,4,F,6,Asian
VW,Golf 6,6799,174995,A,4/5,1,118,1390.0,petrol,0,VAR,3,0,SW,5,F,10,German
Renault,Megane,1990,204000,M,4/5,0,82,1598.0,petrol,1,GR,3,0,HB,4,F,17,French
VW,Polo,1750,300000,M,2/3,0,55,1900.0,diesel,1,GR,1,0,SDN,3,F,17,German
VW,Passat,2550,172000,M,4/5,0,74,1896.0,diesel,0,VAR,4,0,SW,3,F,17,German
VW,Golf 4,1750,206000,M,4/5,0,77,1598.0,petrol,0,GR,2,0,SW,3,F,19,German
Volvo,XC 60,14650,171917,A,4/5,0,100,1984.0,diesel,0,BL,4,0,SUV,5,F,6,Other
Škoda,Fabia,1650,142999,M,4/5,0,50,1389.0,petrol,0,VAR,2,0,SW,4,F,18,EU
Opel,Zafira,1799,245899,M,4/5,0,74,1996.0,diesel,0,VAR,2,0,SDN,3,F,19,German
Mazda,Premacy,1400,183000,M,4/5,0,74,2000.0,diesel,0,WH,2,0,VAN,3,F,18,Asian
Opel,Astra,3150,153760,M,4/5,0,74,1686.0,diesel,1,GR,4,0,SW,4,F,12,German
Ford,Tourneo,2350,100000,M,4/5,0,88,1800.0,diesel,0,VAR,2,0,VAN,3,F,17,USA
Mitsubishi,Pajero Pinin,3500,222000,M,4/5,0,95,2000.0,petrol,1,GR,1,0,SUV,3,4x4,18,Asian
Toyota,Aygo,8900,7500,M,4/5,0,53,998.0,petrol,1,WH,2,0,HB,6,F,1,Asian
Audi,A3,1900,320000,M,2/3,0,85,1800.0,petrol,1,BL,4,0,HB,3,F,21,German
BMW,318,2750,280000,M,4/5,0,62,1995.0,diesel,0,BL,4,0,SDN,3,B,17,German
Volvo,XC 60,15500,201000,M,4/5,0,120,1984.0,diesel,0,BL,4,0,SUV,5,F,7,Other
Renault,Megane,3000,210000,M,2/3,0,96,1900.0,diesel,1,BL,4,0,CBR,4,F,14,French
Opel,Meriva,2100,168400,M,4/5,0,74,1698.0,diesel,1,GR,2,0,VAN,4,F,16,German
Audi,A4,10200,220000,M,4/5,0,104,1998.0,diesel,0,WH,4,0,SDN,5,F,11,German
Mitsubishi,Carisma,1600,250000,M,4/5,0,84,1897.0,diesel,1,GR,4,0,SDN,3,F,17,Asian
Citroen,C4 Picasso,2950,158250,M,4/5,0,80,1590.0,diesel,0,GR,4,0,VAN,4,F,13,French
VW,Golf 6,5950,191000,M,4/5,0,59,1390.0,petrol,0,BL,3,0,HB,5,F,9,German
Alfa Romeo,147,1700,233130,M,4/5,0,85,1900.0,diesel,1,VAR,2,0,HB,4,F,15,Italian
Fiat,Punto,1200,234840,M,2/3,0,59,1242.0,petrol,0,BL,2,0,HB,3,F,18,Italian
Lada,Niva,3200,157000,M,2/3,0,59,1690.0,LPG,0,VAR,1,0,SUV,4,4x4,11,YuSSR
Opel,Vectra,2700,210136,M,4/5,0,90,1800.0,LPG,1,GR,1,0,SDN,3,F,17,German
Citroen,Xsara Picasso,1550,223772,M,4/5,0,66,1997.0,diesel,0,BL,4,0,VAN,3,F,17,French
Renault,Laguna,1300,238000,M,4/5,0,85,1800.0,petrol,0,GR,4,0,HB,3,F,19,French
VW,Golf 6,6950,204000,M,4/5,0,81,1968.0,diesel,0,VAR,3,0,HB,6,F,11,German
Renault,Twingo,1200,181650,M,2/3,0,55,1149.0,petrol,0,GR,2,0,HB,3,F,17,French
Peugeot,307,2100,178923,M,4/5,0,50,1400.0,diesel,1,GR,2,0,SW,3,F,16,French
Opel,Astra,3399,240000,M,4/5,0,77,1896.0,diesel,1,BL,2,0,HB,4,F,14,German
Audi,A3,11300,186000,M,4/5,0,110,1998.0,diesel,1,BL,4,0,HB,5,4x4,6,German
MINI,Cooper,2100,150000,M,2/3,0,85,1600.0,petrol,0,GR,2,0,SDN,3,F,17,German
Renault,Clio,1999,178500,M,4/5,0,48,1461.0,diesel,1,VAR,2,0,HB,3,F,15,French
VW,Golf 5,2900,244000,M,4/5,0,85,1598.0,petrol,0,VAR,4,0,HB,3,F,16,German
Peugeot,207,3150,168923,M,4/5,0,50,1400.0,diesel,1,GR,2,0,HB,4,F,13,French
VW,Golf 3,1190,308000,M,4/5,0,55,1781.0,LPG,1,VAR,2,0,HB,2,F,23,German
Opel,Zafira,2350,250000,M,4/5,0,74,1995.0,diesel,0,BL,4,0,VAN,4,F,15,German
BMW,418,15499,200000,A,4/5,0,100,1995.0,diesel,0,GR,4,0,SDN,6,B,5,German
BMW,318,2250,260000,M,4/5,0,105,1995.0,LPG,0,GR,2,0,SW,3,B,18,German
Fiat,Bravo,1250,236544,M,2/3,0,75,1600.0,LPG,1,WH,2,0,HB,3,F,20,Italian
VW,Passat,4550,176000,M,4/5,0,103,1968.0,diesel,0,BL,4,0,SW,4,F,12,German
VW,Passat,2100,50000,M,4/5,0,85,1896.0,diesel,0,BL,4,0,SDN,3,F,20,German
Peugeot,307,2199,188567,M,4/5,0,66,1560.0,diesel,0,GR,2,0,SW,4,F,14,French
Volvo,V40,9790,163250,A,4/5,1,88,1969.0,diesel,1,GR,4,0,HB,6,F,4,Other
Peugeot,308,3190,185000,M,4/5,0,88,1598.0,petrol,1,VAR,4,0,HB,4,F,13,French
Zastava,Koral,515,80000,M,2/3,0,47,1301.0,petrol,1,VAR,1,0,SDN,3,F,17,YuSSR
Peugeot,308,4450,184000,M,4/5,0,66,1560.0,diesel,0,BL,3,0,HB,4,F,11,French
VW,Golf 4,1690,179000,M,2/3,0,74,1900.0,diesel,0,GR,2,0,SDN,3,F,17,German
VW,Golf 5,3499,189300,M,4/5,0,77,1896.0,diesel,0,GR,4,0,SDN,4,F,16,German
Opel,Astra,1650,212000,M,4/5,0,55,1686.0,diesel,0,VAR,2,0,SW,3,F,19,German
VW,Golf 5,5200,181000,M,4/5,0,77,1860.0,diesel,0,BL,4,0,SDN,4,F,12,German
VW,Golf 4,2300,260000,M,4/5,0,74,1900.0,diesel,0,GR,4,0,SW,4,F,16,German
Fiat,Panda,2600,280000,M,4/5,0,44,1290.0,diesel,0,WH,2,0,HB,3,F,12,Italian
Opel,Corsa,2200,147658,M,4/5,0,92,1800.0,LPG,1,VAR,2,0,HB,3,F,19,German
Renault,Kangoo,2500,230000,M,4/5,0,60,1461.0,diesel,1,VAR,3,0,VAN,3,F,15,French
Audi,A3,10990,173359,M,4/5,0,81,1598.0,diesel,0,VAR,4,0,HB,6,F,6,German
Opel,Zafira,2000,208000,M,4/5,0,74,1997.0,diesel,1,BL,2,0,VAN,3,F,18,German
Fiat,Brava,750,200000,M,4/5,0,74,1600.0,LPG,0,WH,2,0,HB,3,F,20,Italian
Hyundai,Santa Fe,3300,160740,M,4/5,0,83,2000.0,diesel,0,VAR,3,0,SUV,3,4x4,16,Asian
Audi,A6,28999,142177,A,4/5,1,159,2967.0,diesel,1,GR,3,0,SW,4,F,4,German
BMW,518,18650,88870,A,4/5,0,110,1995.0,diesel,0,BL,4,0,SDN,6,B,5,German
Opel,Astra,6790,166430,M,4/5,1,81,1598.0,diesel,1,WH,4,0,SW,6,F,5,German
Mercedes,A 170,2300,199880,M,4/5,0,70,1689.0,diesel,1,GR,3,0,SDN,4,F,17,German
Opel,Astra,8290,150140,M,4/5,1,81,1598.0,diesel,0,VAR,4,0,SW,6,F,4,German
Ford,Focus,2500,309000,M,4/5,0,80,1600.0,diesel,1,GR,4,0,SW,3,F,15,USA
Seat,Ibiza,1390,137000,M,2/3,0,47,1200.0,petrol,0,BL,2,0,HB,3,F,18,EU
VW,Tiguan,18650,153567,M,4/5,0,85,1968.0,diesel,0,BL,4,0,SUV,6,F,3,German
Opel,Combo,3000,201302,M,4/5,0,55,1248.0,diesel,0,GR,1,0,PU,4,F,11,German
Audi,A4,12999,158100,A,4/5,1,110,1968.0,diesel,0,BL,3,0,SW,5,F,6,German
BMW,X6,26390,240000,A,4/5,0,225,2993.0,diesel,0,BL,4,0,SUV,6,4x4,8,German
VW,Golf 5,3500,185000,M,4/5,0,85,1600.0,petrol,0,GR,2,0,HB,3,F,14,German
Mercedes,CLA 200,13990,171940,M,4/5,1,100,2143.0,diesel,0,GR,4,0,SDN,6,F,6,German
Seat,Leon,2950,215000,M,4/5,0,81,1896.0,diesel,1,VAR,2,0,HB,3,F,15,EU
Dacia,Sandero,4000,127200,M,4/5,0,55,1500.0,diesel,1,GR,2,0,SDN,4,F,9,EU
Renault,Megane,8590,140130,M,4/5,1,66,1461.0,diesel,1,WH,2,0,HB,6,F,4,French
Nissan,Micra,2450,197000,M,4/5,0,59,1240.0,petrol,1,VAR,2,0,HB,4,F,14,Asian
Fiat,Punto,1200,301500,M,2/3,0,63,1910.0,diesel,0,WH,2,0,HB,3,F,18,Italian
Peugeot,206,1700,135000,M,2/3,1,80,1586.0,petrol,1,GR,4,0,CBR,3,F,16,French
Audi,A4,12999,158100,A,4/5,1,110,1968.0,diesel,0,BL,3,0,SW,5,F,6,German
Opel,Corsa,1499,18400,M,4/5,0,65,1680.0,diesel,0,VAR,2,0,SDN,3,F,18,German
Hyundai,Tucson,3800,156000,M,4/5,1,104,2000.0,petrol,0,GR,3,0,SUV,3,F,12,Asian
Renault,Megane,1800,233000,M,4/5,0,72,1390.0,LPG,0,VAR,3,0,HB,3,F,17,French
Hyundai,i30,3350,196000,M,4/5,0,66,1582.0,diesel,1,BL,4,0,HB,4,F,12,Asian
VW,Polo,890,220000,M,4/5,0,44,1400.0,petrol,0,WH,0,0,SW,3,F,20,German
Opel,Corsa,1499,18400,M,4/5,0,65,1680.0,diesel,0,VAR,2,0,SDN,3,F,18,German
Ford,Mondeo,9890,173068,M,4/5,1,110,1997.0,diesel,0,VAR,4,0,SW,6,F,4,USA
VW,Touran,12790,147030,M,4/5,1,85,1598.0,diesel,0,VAR,2,0,SW,6,F,3,German
Citroen,Xsara Picasso,1900,233000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,VAN,3,F,16,French
Opel,Meriva,2800,210000,M,4/5,0,74,1700.0,diesel,0,VAR,2,0,SW,4,F,14,German
BMW,318,9000,190000,M,4/5,0,105,1995.0,diesel,0,VAR,4,0,SW,5,B,9,German
Nissan,Qashqai,10190,192123,M,4/5,1,81,1461.0,diesel,0,VAR,4,0,SUV,6,F,6,Asian
Nissan,Primera,900,192000,M,4/5,0,102,1998.0,LPG,0,VAR,4,0,SDN,3,F,19,Asian
Fiat,Stilo,1500,350000,M,4/5,0,85,1910.0,diesel,0,GR,2,0,HB,3,F,18,Italian
VW,Eos,5590,169312,M,2/3,1,90,1390.0,petrol,0,BL,4,0,CBR,5,F,11,German
Audi,A6,11800,176999,M,4/5,0,125,1986.0,diesel,0,BL,4,0,SDN,5,F,10,German
Citroen,C5,2990,283000,M,4/5,0,81,1600.0,diesel,0,GR,4,0,SDN,4,F,15,French
Lancia,Ypsilon,1950,152000,M,2/3,1,40,1242.0,petrol,1,VAR,2,0,HB,3,F,16,Italian
Peugeot,508,7690,182500,M,4/5,1,103,1997.0,diesel,1,GR,4,0,SW,5,F,7,French
BMW,X5,10490,197468,A,4/5,1,209,2993.0,diesel,1,GR,0,0,SW,4,4x4,11,German
VW,Polo,3390,145224,M,4/5,1,59,1390.0,petrol,0,GR,3,0,HB,4,F,11,German
VW,Bora,2200,216000,M,4/5,0,66,1896.0,diesel,0,VAR,4,0,SDN,3,F,19,German
VW,Touran,3599,266543,M,4/5,0,77,1896.0,diesel,0,VAR,4,0,SDN,4,F,14,German
Peugeot,5008,8290,185925,A,4/5,1,88,1560.0,diesel,0,BL,4,0,VAN,6,F,4,French
Škoda,Fabia,6660,131746,M,4/5,1,76,1197.0,petrol,1,WH,3,0,SW,5,F,5,EU
Opel,Zafira,1350,222000,A,4/5,1,92,1796.0,petrol,0,GR,3,0,VAN,3,F,19,German
Citroen,C4 Grand Picasso,12999,107007,M,4/5,1,85,1560.0,diesel,1,VAR,0,0,VAN,5,F,6,French
Citroen,C4 Grand Picasso,11999,136134,M,4/5,1,110,1997.0,diesel,0,GR,3,0,VAN,5,F,6,French
Renault,Megane,6650,204000,M,4/5,0,70,1461.0,diesel,0,GR,4,0,SW,6,F,4,French
Citroen,C5,3450,143000,M,4/5,0,100,1997.0,diesel,1,GR,4,0,SDN,4,F,15,French
Renault,Scenic,1650,218083,A,4/5,1,98,1998.0,petrol,0,WH,3,0,VAN,3,F,16,French
Honda,Civic,5250,191558,M,4/5,1,103,2204.0,diesel,0,VAR,3,0,HB,4,F,12,Asian
Mercedes,C 270,2250,302591,M,4/5,0,125,2685.0,diesel,0,GR,4,0,SW,3,B,16,German
Renault,Traffic,5850,174000,M,4/5,0,66,1995.0,diesel,1,WH,2,0,VAN,5,F,8,French
Fiat,Punto,1800,248000,M,2/3,0,44,1240.0,petrol,1,GR,0,0,HB,1,F,21,Italian
VW,Polo,5390,188425,M,4/5,1,43,1198.0,petrol,0,WH,3,0,HB,4,F,9,German
Hyundai,i20,8490,23874,M,4/5,1,54,1248.0,petrol,0,WH,3,0,HB,4,F,1,Asian
Ford,Focus,10990,141302,A,4/5,1,110,1997.0,diesel,0,WH,3,0,SW,3,F,4,USA
VW,Tiguan,15990,81410,M,4/5,1,103,1968.0,diesel,0,VAR,3,0,SUV,5,4x4,5,German
